"","","","/表章項目","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】"
"日本人移動者","2020年","庄原市","","-62","-73","-27","-25","-35","-9","-37","-38","-18"
"日本人移動者","2020年","大竹市","","62","68","-31","67","59","-13","-5","9","-18"
"日本人移動者","2020年","東広島市","","240","-349","90","183","-122","30","57","-227","60"
"日本人移動者","2020年","廿日市市","","-39","-125","-68","-42","-40","-24","3","-85","-44"
"日本人移動者","2020年","安芸高田市","","-28","-99","-35","-14","-38","-22","-14","-61","-13"
"日本人移動者","2020年","江田島市","","-27","-36","-15","-11","-6","-15","-16","-30","0"
"日本人移動者","2020年","安芸郡","","-24","-31","141","-31","12","38","7","-43","103"
"日本人移動者","2020年","山県郡","","-19","-50","-32","-7","-12","-19","-12","-38","-13"
"日本人移動者","2020年","豊田郡","","52","-91","1","30","-73","1","22","-18","0"
"日本人移動者","2020年","世羅郡","","-36","-38","-23","-24","-19","-9","-12","-19","-14"
"日本人移動者","2020年","神石郡","","-15","-33","-13","-7","-14","-5","-8","-19","-8"
"日本人移動者","2020年","山口県市部","","-340","-2,230","-439","-72","-1,018","-253","-268","-1,212","-186"
"日本人移動者","2020年","山口県郡部","","-109","-240","-32","-90","-160","-21","-19","-80","-11"
"日本人移動者","2020年","下関市","","-116","-553","-157","-35","-251","-82","-81","-302","-75"
"日本人移動者","2020年","宇部市","","29","-173","-90","25","-80","-58","4","-93","-32"
"日本人移動者","2020年","山口市","","135","-463","40","85","-264","-6","50","-199","46"
"日本人移動者","2020年","萩市","","-58","-114","-34","-36","-48","-4","-22","-66","-30"
"日本人移動者","2020年","防府市","","60","-122","-18","82","-87","-30","-22","-35","12"
"日本人移動者","2020年","下松市","","-13","-19","82","12","0","48","-25","-19","34"
"日本人移動者","2020年","岩国市","","-154","-152","-41","-100","-51","-13","-54","-101","-28"
"日本人移動者","2020年","光市","","-62","-108","7","-31","-49","5","-31","-59","2"
"日本人移動者","2020年","長門市","","-49","-75","-26","-26","-43","-8","-23","-32","-18"
"日本人移動者","2020年","柳井市","","-27","-49","-59","-21","-21","-23","-6","-28","-36"
"日本人移動者","2020年","美祢市","","-31","-81","-41","-31","-42","-27","0","-39","-14"
"日本人移動者","2020年","周南市","","-88","-170","-22","-27","1","-21","-61","-171","-1"
"日本人移動者","2020年","山陽小野田市","","34","-151","-80","31","-83","-34","3","-68","-46"
"日本人移動者","2020年","大島郡","","-30","-104","-18","-14","-75","-3","-16","-29","-15"
"日本人移動者","2020年","玖珂郡","","-40","-81","-4","-39","-76","-3","-1","-5","-1"
"日本人移動者","2020年","熊毛郡","","-35","-54","-10","-32","-11","-14","-3","-43","4"
"日本人移動者","2020年","阿武郡","","-4","-1","0","-5","2","-1","1","-3","1"
"日本人移動者","2020年","徳島県市部","","-232","-968","-325","-127","-338","-116","-105","-630","-209"
"日本人移動者","2020年","徳島県郡部","","-175","-343","6","-120","-150","-12","-55","-193","18"
"日本人移動者","2020年","徳島市","","4","-250","-14","16","-75","39","-12","-175","-53"
"日本人移動者","2020年","鳴門市","","-22","-136","-84","-20","-58","-45","-2","-78","-39"
"日本人移動者","2020年","小松島市","","-11","-99","-57","-13","-35","-30","2","-64","-27"
"日本人移動者","2020年","阿南市","","-46","-156","-43","-25","-33","-38","-21","-123","-5"
"日本人移動者","2020年","吉野川市","","-40","-82","-23","-22","-35","-13","-18","-47","-10"
"日本人移動者","2020年","阿波市","","-33","-95","-41","-17","-43","-7","-16","-52","-34"
"日本人移動者","2020年","美馬市","","-35","-55","-34","-16","-11","-7","-19","-44","-27"
"日本人移動者","2020年","三好市","","-49","-95","-29","-30","-48","-15","-19","-47","-14"
"日本人移動者","2020年","勝浦郡","","-4","-7","-6","-5","-3","-4","1","-4","-2"
"日本人移動者","2020年","名東郡","","-5","-5","-8","-3","-1","-4","-2","-4","-4"
"日本人移動者","2020年","名西郡","","-20","-73","-32","-13","-35","-14","-7","-38","-18"
"日本人移動者","2020年","那賀郡","","-10","-13","-22","-7","-6","-8","-3","-7","-14"
"日本人移動者","2020年","海部郡","","-47","-79","-30","-24","-34","-15","-23","-45","-15"
"日本人移動者","2020年","板野郡","","-51","-140","119","-39","-81","45","-12","-59","74"
"日本人移動者","2020年","美馬郡","","-10","-10","-16","-7","-1","-11","-3","-9","-5"
"日本人移動者","2020年","三好郡","","-28","-16","1","-22","11","-1","-6","-27","2"
"日本人移動者","2020年","香川県市部","","-294","-877","-218","-128","-392","-189","-166","-485","-29"
"日本人移動者","2020年","香川県郡部","","-118","-290","-49","-54","-128","-12","-64","-162","-37"
"日本人移動者","2020年","高松市","","-120","-110","73","-57","-39","-25","-63","-71","98"
"日本人移動者","2020年","丸亀市","","-52","-133","41","-42","-44","13","-10","-89","28"
"日本人移動者","2020年","坂出市","","-49","-90","-48","-16","-47","-15","-33","-43","-33"
"日本人移動者","2020年","善通寺市","","83","-52","-38","72","-48","-24","11","-4","-14"
"日本人移動者","2020年","観音寺市","","-54","-99","0","-26","-32","-16","-28","-67","16"
"日本人移動者","2020年","さぬき市","","-13","-127","-116","-4","-70","-60","-9","-57","-56"
"日本人移動者","2020年","東かがわ市","","-29","-78","-55","-16","-40","-26","-13","-38","-29"
"日本人移動者","2020年","三豊市","","-60","-188","-75","-39","-72","-36","-21","-116","-39"
"日本人移動者","2020年","小豆郡","","-24","-69","-19","-12","-19","-15","-12","-50","-4"
"日本人移動者","2020年","木田郡","","-42","-60","-62","-20","-24","-28","-22","-36","-34"
"日本人移動者","2020年","香川郡","","-5","3","14","0","0","7","-5","3","7"
"日本人移動者","2020年","綾歌郡","","-31","-46","42","-20","-28","25","-11","-18","17"
"日本人移動者","2020年","仲多度郡","","-16","-118","-24","-2","-57","-1","-14","-61","-23"
"日本人移動者","2020年","愛媛県市部","","-1,064","-1,706","-270","-610","-753","-69","-454","-953","-201"
"日本人移動者","2020年","愛媛県郡部","","-140","-432","-81","-77","-216","-49","-63","-216","-32"
"日本人移動者","2020年","松山市","","-90","-408","-34","-72","-262","-13","-18","-146","-21"
"日本人移動者","2020年","今治市","","-185","-231","-70","-104","-77","-21","-81","-154","-49"
"日本人移動者","2020年","宇和島市","","-190","-201","-67","-104","-75","-24","-86","-126","-43"
"日本人移動者","2020年","八幡浜市","","-94","-63","-47","-52","-19","-15","-42","-44","-32"
"日本人移動者","2020年","新居浜市","","-120","-155","34","-58","-57","31","-62","-98","3"
"日本人移動者","2020年","西条市","","-127","-178","15","-70","-84","0","-57","-94","15"
"日本人移動者","2020年","大洲市","","-94","-105","10","-57","-57","16","-37","-48","-6"
"日本人移動者","2020年","伊予市","","-46","-125","-20","-31","-52","-3","-15","-73","-17"
"日本人移動者","2020年","四国中央市","","-33","-139","-81","-2","-46","-52","-31","-93","-29"
"日本人移動者","2020年","西予市","","-68","-109","-13","-41","-35","7","-27","-74","-20"
"日本人移動者","2020年","東温市","","-17","8","3","-19","11","5","2","-3","-2"
"日本人移動者","2020年","越智郡","","18","-70","0","19","-49","0","-1","-21","0"
"日本人移動者","2020年","上浮穴郡","","-14","-15","-11","-3","-1","-8","-11","-14","-3"
"日本人移動者","2020年","伊予郡","","-40","-144","-45","-34","-74","-19","-6","-70","-26"
"日本人移動者","2020年","喜多郡","","-34","-72","-2","-20","-42","-4","-14","-30","2"
"日本人移動者","2020年","西宇和郡","","26","-25","1","11","-10","2","15","-15","-1"
"日本人移動者","2020年","北宇和郡","","-55","-21","-7","-37","-5","-8","-18","-16","1"
"日本人移動者","2020年","南宇和郡","","-41","-85","-17","-13","-35","-12","-28","-50","-5"
"日本人移動者","2020年","高知県市部","","-197","-953","-137","-91","-355","-102","-106","-598","-35"
"日本人移動者","2020年","高知県郡部","","-210","-296","-90","-132","-104","-38","-78","-192","-52"
"日本人移動者","2020年","高知市","","-53","-398","-63","-53","-137","-37","0","-261","-26"
"日本人移動者","2020年","室戸市","","-27","-15","-12","-16","3","-2","-11","-18","-10"
"日本人移動者","2020年","安芸市","","-18","-42","-18","-6","-6","-12","-12","-36","-6"
"日本人移動者","2020年","南国市","","35","-151","29","28","-85","11","7","-66","18"
"日本人移動者","2020年","土佐市","","-36","-84","23","-31","-37","9","-5","-47","14"
"日本人移動者","2020年","須崎市","","-34","-9","-40","-26","6","-24","-8","-15","-16"
"日本人移動者","2020年","宿毛市","","-52","-39","-4","-33","-3","-8","-19","-36","4"
"日本人移動者","2020年","土佐清水市","","-35","-48","-19","-20","-20","-8","-15","-28","-11"
"日本人移動者","2020年","四万十市","","-64","-23","-6","-33","-4","-15","-31","-19","9"
"日本人移動者","2020年","香南市","","25","-62","-23","41","-23","-7","-16","-39","-16"
"日本人移動者","2020年","香美市","","62","-82","-4","58","-49","-9","4","-33","5"
"日本人移動者","2020年","安芸郡","","-18","-28","4","-18","-7","0","0","-21","4"
"日本人移動者","2020年","長岡郡","","-2","-6","-2","0","4","-4","-2","-10","2"
"日本人移動者","2020年","土佐郡","","-3","-20","4","1","-7","1","-4","-13","3"
"日本人移動者","2020年","吾川郡","","-40","-69","-42","-17","-36","-16","-23","-33","-26"
"日本人移動者","2020年","高岡郡","","-102","-120","-55","-72","-37","-18","-30","-83","-37"
"日本人移動者","2020年","幡多郡","","-45","-53","1","-26","-21","-1","-19","-32","2"
"日本人移動者","2020年","福岡県市部","","2,169","868","-98","878","-157","73","1,291","1,025","-171"
"日本人移動者","2020年","福岡県郡部","","-273","-636","133","-135","-270","41","-138","-366","92"
"日本人移動者","2020年","北九州市","","589","-701","-353","361","-392","-230","228","-309","-123"
"日本人移動者","2020年","福岡市","","2,064","5,119","1,251","947","2,049","800","1,117","3,070","451"
"日本人移動者","2020年","大牟田市","","-78","-233","-59","-66","-93","-22","-12","-140","-37"
"日本人移動者","2020年","久留米市","","9","-299","-184","9","-134","-85","0","-165","-99"
"日本人移動者","2020年","直方市","","-6","-33","-13","5","-16","-11","-11","-17","-2"
"日本人移動者","2020年","飯塚市","","72","-163","-169","61","-119","-85","11","-44","-84"
"日本人移動者","2020年","田川市","","-11","-127","-79","-7","-45","-33","-4","-82","-46"
"日本人移動者","2020年","柳川市","","-4","-213","-71","-35","-87","-27","31","-126","-44"
"日本人移動者","2020年","八女市","","-98","-151","-67","-56","-63","-57","-42","-88","-10"
"日本人移動者","2020年","筑後市","","-43","-64","10","-37","-23","7","-6","-41","3"
"日本人移動者","2020年","大川市","","-32","-106","-77","-34","-59","-21","2","-47","-56"
"日本人移動者","2020年","行橋市","","-46","-98","-27","-45","-41","-30","-1","-57","3"
"日本人移動者","2020年","豊前市","","-44","-94","-15","-21","-37","-2","-23","-57","-13"
"日本人移動者","2020年","中間市","","-37","-73","-56","-24","-25","-29","-13","-48","-27"
"日本人移動者","2020年","小郡市","","5","-185","-42","-9","-110","-37","14","-75","-5"
"日本人移動者","2020年","筑紫野市","","19","-110","80","10","-95","30","9","-15","50"
"日本人移動者","2020年","春日市","","26","-207","-111","6","-119","-66","20","-88","-45"
"日本人移動者","2020年","大野城市","","-9","-108","149","-40","-53","73","31","-55","76"
"日本人移動者","2020年","宗像市","","44","-139","-18","-3","-83","6","47","-56","-24"
"日本人移動者","2020年","太宰府市","","23","-98","-23","11","-46","-23","12","-52","0"
"日本人移動者","2020年","古賀市","","8","-69","-37","-9","-28","-26","17","-41","-11"
"日本人移動者","2020年","福津市","","-2","-36","93","-2","-29","70","0","-7","23"
"日本人移動者","2020年","うきは市","","-46","-114","-51","-23","-46","-19","-23","-68","-32"
"日本人移動者","2020年","宮若市","","-5","-73","-43","17","-48","-14","-22","-25","-29"
"日本人移動者","2020年","嘉麻市","","-39","-104","-53","-25","-65","-31","-14","-39","-22"
"日本人移動者","2020年","朝倉市","","-53","-145","-79","-36","-67","-38","-17","-78","-41"
"日本人移動者","2020年","みやま市","","-58","-108","-53","-42","-66","-23","-16","-42","-30"
"日本人移動者","2020年","糸島市","","-23","-318","-35","-2","-179","-32","-21","-139","-3"
"日本人移動者","2020年","那珂川市","","-56","-82","34","-33","-38","28","-23","-44","6"
"日本人移動者","2020年","糟屋郡","","-89","-58","365","-75","-23","156","-14","-35","209"
"日本人移動者","2020年","遠賀郡","","-30","-76","-63","-31","17","-50","1","-93","-13"
"日本人移動者","2020年","鞍手郡","","-19","-72","-35","-11","-38","-21","-8","-34","-14"
"日本人移動者","2020年","嘉穂郡","","-5","-27","1","-9","-12","-5","4","-15","6"
"日本人移動者","2020年","朝倉郡","","11","-16","15","7","-21","4","4","5","11"
"日本人移動者","2020年","三井郡","","-23","5","18","-16","-6","13","-7","11","5"
"日本人移動者","2020年","三潴郡","","-20","-44","-12","-11","-15","-2","-9","-29","-10"
"日本人移動者","2020年","八女郡","","-17","-38","-33","-4","-25","-7","-13","-13","-26"
"日本人移動者","2020年","田川郡","","-121","-173","-140","-73","-74","-66","-48","-99","-74"
"日本人移動者","2020年","京都郡","","29","-81","36","62","-35","34","-33","-46","2"
"日本人移動者","2020年","築上郡","","11","-56","-19","26","-38","-15","-15","-18","-4"
"日本人移動者","2020年","佐賀県市部","","-717","-1,043","-400","-447","-375","-197","-270","-668","-203"
"日本人移動者","2020年","佐賀県郡部","","-177","-293","-15","-113","-154","-24","-64","-139","9"
"日本人移動者","2020年","佐賀市","","-34","-325","-161","-52","-113","-93","18","-212","-68"
"日本人移動者","2020年","唐津市","","-230","-233","-96","-146","-91","-33","-84","-142","-63"
"日本人移動者","2020年","鳥栖市","","-21","20","22","-15","4","27","-6","16","-5"
"日本人移動者","2020年","多久市","","-36","-53","-21","-17","-21","-5","-19","-32","-16"
"日本人移動者","2020年","伊万里市","","-122","-107","-7","-53","-28","-4","-69","-79","-3"
"日本人移動者","2020年","武雄市","","-55","-69","-24","-31","-27","-24","-24","-42","0"
"日本人移動者","2020年","鹿島市","","-63","-56","-33","-40","-24","-11","-23","-32","-22"
"日本人移動者","2020年","小城市","","-77","-91","-25","-55","-23","-16","-22","-68","-9"
"日本人移動者","2020年","嬉野市","","-54","-46","-24","-28","-24","-6","-26","-22","-18"
"日本人移動者","2020年","神埼市","","-25","-83","-31","-10","-28","-32","-15","-55","1"
"日本人移動者","2020年","神埼郡","","19","-11","-8","12","-16","-11","7","5","3"
"日本人移動者","2020年","三養基郡","","-43","-89","43","-45","-54","23","2","-35","20"
"日本人移動者","2020年","東松浦郡","","6","-29","-27","9","-7","-21","-3","-22","-6"
"日本人移動者","2020年","西松浦郡","","-61","-52","-10","-35","-37","-10","-26","-15","0"
"日本人移動者","2020年","杵島郡","","-78","-86","3","-43","-32","6","-35","-54","-3"
"日本人移動者","2020年","藤津郡","","-20","-26","-16","-11","-8","-11","-9","-18","-5"
"日本人移動者","2020年","長崎県市部","","-1,741","-2,133","-512","-941","-963","-312","-800","-1,170","-200"
"日本人移動者","2020年","長崎県郡部","","-226","-320","5","-206","-134","14","-20","-186","-9"
"日本人移動者","2020年","長崎市","","-428","-644","-296","-282","-352","-201","-146","-292","-95"
"日本人移動者","2020年","佐世保市","","-136","-551","-152","-12","-287","-99","-124","-264","-53"
"日本人移動者","2020年","島原市","","-147","-62","-22","-88","-14","-8","-59","-48","-14"
"日本人移動者","2020年","諫早市","","-204","-235","1","-125","-72","51","-79","-163","-50"
"日本人移動者","2020年","大村市","","-68","-53","5","-18","-18","-5","-50","-35","10"
"日本人移動者","2020年","平戸市","","-118","-86","-10","-62","-38","-7","-56","-48","-3"
"日本人移動者","2020年","松浦市","","-65","-35","-17","-42","-13","-8","-23","-22","-9"
"日本人移動者","2020年","対馬市","","-93","-16","-22","-60","3","-22","-33","-19","0"
"日本人移動者","2020年","壱岐市","","-79","-61","11","-31","-30","13","-48","-31","-2"
"日本人移動者","2020年","五島市","","-90","-66","47","-45","-30","14","-45","-36","33"
"日本人移動者","2020年","西海市","","-15","-56","-27","9","-27","-10","-24","-29","-17"
"日本人移動者","2020年","雲仙市","","-163","-129","-9","-101","-41","0","-62","-88","-9"
"日本人移動者","2020年","南島原市","","-135","-139","-21","-84","-44","-30","-51","-95","9"
"日本人移動者","2020年","西彼杵郡","","-94","-218","-21","-127","-100","1","33","-118","-22"
"日本人移動者","2020年","東彼杵郡","","-61","-59","-5","-34","-29","-8","-27","-30","3"
"日本人移動者","2020年","北松浦郡","","-16","6","36","-10","9","23","-6","-3","13"
"日本人移動者","2020年","南松浦郡","","-55","-49","-5","-35","-14","-2","-20","-35","-3"
"日本人移動者","2020年","熊本県市部","","-1,027","-1,754","-348","-709","-834","-105","-318","-920","-243"
"日本人移動者","2020年","熊本県郡部","","-574","-422","126","-310","-147","48","-264","-275","78"
"日本人移動者","2020年","熊本市","","105","-303","-18","11","-312","8","94","9","-26"
"日本人移動者","2020年","八代市","","-180","-194","37","-129","-61","54","-51","-133","-17"
"日本人移動者","2020年","人吉市","","-74","-60","-60","-41","-18","-29","-33","-42","-31"
"日本人移動者","2020年","荒尾市","","-59","-108","18","-40","-36","8","-19","-72","10"
"日本人移動者","2020年","水俣市","","-61","-79","-20","-36","-27","-9","-25","-52","-11"
"日本人移動者","2020年","玉名市","","-69","-192","-75","-51","-59","-23","-18","-133","-52"
"日本人移動者","2020年","山鹿市","","-91","-99","-72","-51","-34","-28","-40","-65","-44"
"日本人移動者","2020年","菊池市","","-71","-87","-36","-50","-30","-15","-21","-57","-21"
"日本人移動者","2020年","宇土市","","-49","-57","20","-29","-25","14","-20","-32","6"
"日本人移動者","2020年","上天草市","","-59","-100","-24","-46","-39","-16","-13","-61","-8"
"日本人移動者","2020年","宇城市","","-78","-102","-40","-60","-39","-44","-18","-63","4"
"日本人移動者","2020年","阿蘇市","","-46","-33","-83","-26","-5","-36","-20","-28","-47"
"日本人移動者","2020年","天草市","","-211","-222","-50","-120","-109","-25","-91","-113","-25"
"日本人移動者","2020年","合志市","","-84","-118","55","-41","-40","36","-43","-78","19"
"日本人移動者","2020年","下益城郡","","-24","-21","-17","-12","-15","-9","-12","-6","-8"
"日本人移動者","2020年","玉名郡","","-38","-140","-63","-22","-70","-40","-16","-70","-23"
"日本人移動者","2020年","菊池郡","","-19","110","184","-8","86","88","-11","24","96"
"日本人移動者","2020年","阿蘇郡","","-89","-77","-2","-59","-38","-6","-30","-39","4"
"日本人移動者","2020年","上益城郡","","-87","-77","30","-37","-38","8","-50","-39","22"
"日本人移動者","2020年","八代郡","","-18","-34","-24","-11","-7","-12","-7","-27","-12"
"日本人移動者","2020年","葦北郡","","-59","-69","-12","-37","-33","1","-22","-36","-13"
"日本人移動者","2020年","球磨郡","","-221","-87","34","-116","-19","20","-105","-68","14"
"日本人移動者","2020年","天草郡","","-19","-27","-4","-8","-13","-2","-11","-14","-2"
"日本人移動者","2020年","大分県市部","","-433","-1,632","-238","-189","-741","-111","-244","-891","-127"
"日本人移動者","2020年","大分県郡部","","-52","-139","-54","-27","-87","-36","-25","-52","-18"
"日本人移動者","2020年","大分市","","-74","-274","231","-9","-135","79","-65","-139","152"
"日本人移動者","2020年","別府市","","146","-304","-94","82","-155","-45","64","-149","-49"
"日本人移動者","2020年","中津市","","-94","-18","80","-49","38","72","-45","-56","8"
"日本人移動者","2020年","日田市","","-111","-127","-17","-77","-58","13","-34","-69","-30"
"日本人移動者","2020年","佐伯市","","-94","-160","-49","-58","-84","-25","-36","-76","-24"
"日本人移動者","2020年","臼杵市","","-63","-86","-43","-34","-24","-27","-29","-62","-16"
"日本人移動者","2020年","津久見市","","-7","-48","-20","-2","-21","-13","-5","-27","-7"
"日本人移動者","2020年","竹田市","","-16","-52","-49","-5","-35","-19","-11","-17","-30"
"日本人移動者","2020年","豊後高田市","","-32","-35","-5","-20","-6","-1","-12","-29","-4"
"日本人移動者","2020年","杵築市","","-40","-80","-79","-23","-41","-52","-17","-39","-27"
"日本人移動者","2020年","宇佐市","","-40","-194","-59","-13","-104","-40","-27","-90","-19"
"日本人移動者","2020年","豊後大野市","","-28","-133","-44","-8","-74","-3","-20","-59","-41"
"日本人移動者","2020年","由布市","","42","-53","-33","32","-23","-22","10","-30","-11"
"日本人移動者","2020年","国東市","","-22","-68","-57","-5","-19","-28","-17","-49","-29"
"日本人移動者","2020年","東国東郡","","-8","-3","-13","-2","-1","-4","-6","-2","-9"
"日本人移動者","2020年","速見郡","","-29","-60","4","-27","-42","3","-2","-18","1"
"日本人移動者","2020年","玖珠郡","","-15","-76","-45","2","-44","-35","-17","-32","-10"
"日本人移動者","2020年","宮崎県市部","","-1,332","-1,106","144","-815","-441","54","-517","-665","90"
"日本人移動者","2020年","宮崎県郡部","","-399","-456","-56","-214","-191","-56","-185","-265","0"
"日本人移動者","2020年","宮崎市","","-256","-297","129","-204","-76","47","-52","-221","82"
"日本人移動者","2020年","都城市","","-293","-248","71","-152","-125","21","-141","-123","50"
"日本人移動者","2020年","延岡市","","-248","-175","16","-141","-66","25","-107","-109","-9"
"日本人移動者","2020年","日南市","","-141","-121","-3","-98","-73","-12","-43","-48","9"
"日本人移動者","2020年","小林市","","-111","-66","1","-65","-32","5","-46","-34","-4"
"日本人移動者","2020年","日向市","","-126","-47","-49","-66","4","-32","-60","-51","-17"
"日本人移動者","2020年","串間市","","-69","-35","4","-36","-20","-2","-33","-15","6"
"日本人移動者","2020年","西都市","","-54","-74","-9","-33","-39","9","-21","-35","-18"
"日本人移動者","2020年","えびの市","","-34","-43","-16","-20","-14","-7","-14","-29","-9"
"日本人移動者","2020年","北諸県郡","","-59","-60","18","-37","-9","5","-22","-51","13"
"日本人移動者","2020年","西諸県郡","","-21","-46","-8","-13","-32","-7","-8","-14","-1"
"日本人移動者","2020年","東諸県郡","","-54","-69","-10","-37","-25","-9","-17","-44","-1"
"日本人移動者","2020年","児湯郡","","-84","-153","-51","-25","-52","-45","-59","-101","-6"
"日本人移動者","2020年","東臼杵郡","","-68","-67","8","-42","-47","6","-26","-20","2"
"日本人移動者","2020年","西臼杵郡","","-113","-61","-13","-60","-26","-6","-53","-35","-7"
"日本人移動者","2020年","鹿児島県市部","","-2,234","-1,537","-233","-1,404","-668","-131","-830","-869","-102"
"日本人移動者","2020年","鹿児島県郡部","","-728","-195","50","-417","-38","17","-311","-157","33"
"日本人移動者","2020年","鹿児島市","","-331","-168","-127","-341","-86","-50","10","-82","-77"
"日本人移動者","2020年","鹿屋市","","-256","-114","5","-111","-77","-24","-145","-37","29"
"日本人移動者","2020年","枕崎市","","-75","-52","-33","-46","-26","-9","-29","-26","-24"
"日本人移動者","2020年","阿久根市","","-60","-20","-25","-49","-13","-14","-11","-7","-11"
"日本人移動者","2020年","出水市","","-123","-112","13","-81","-35","11","-42","-77","2"
"日本人移動者","2020年","指宿市","","-94","-67","-41","-54","-35","-21","-40","-32","-20"
"日本人移動者","2020年","西之表市","","-96","23","-14","-52","14","-12","-44","9","-2"
"日本人移動者","2020年","垂水市","","-29","-20","-24","-13","-7","-13","-16","-13","-11"
"日本人移動者","2020年","薩摩川内市","","-199","-105","-3","-97","-44","-1","-102","-61","-2"
"日本人移動者","2020年","日置市","","-89","-219","-10","-54","-131","-1","-35","-88","-9"
"日本人移動者","2020年","曽於市","","-93","-69","-27","-59","-23","-20","-34","-46","-7"
"日本人移動者","2020年","霧島市","","-71","-178","-1","-25","-68","-27","-46","-110","26"
"日本人移動者","2020年","いちき串木野市","","-72","-83","-28","-34","-33","-24","-38","-50","-4"
"日本人移動者","2020年","南さつま市","","50","-125","-7","-6","-26","-6","56","-99","-1"
"日本人移動者","2020年","志布志市","","-74","-63","-4","-34","-14","15","-40","-49","-19"
"日本人移動者","2020年","奄美市","","-275","-3","16","-151","-2","19","-124","-1","-3"
"日本人移動者","2020年","南九州市","","-131","-82","-15","-78","-31","-20","-53","-51","5"
"日本人移動者","2020年","伊佐市","","-85","-44","2","-30","-25","7","-55","-19","-5"
"日本人移動者","2020年","姶良市","","-131","-36","90","-89","-6","59","-42","-30","31"
"日本人移動者","2020年","鹿児島郡","","-17","5","6","-9","4","1","-8","1","5"
"日本人移動者","2020年","薩摩郡","","-43","-49","-23","-20","-6","-10","-23","-43","-13"
"日本人移動者","2020年","出水郡","","-30","-28","-11","-26","-8","-1","-4","-20","-10"
"日本人移動者","2020年","姶良郡","","-40","-13","11","-22","-1","5","-18","-12","6"
"日本人移動者","2020年","曽於郡","","-25","-24","-15","-14","-7","-6","-11","-17","-9"
"日本人移動者","2020年","肝属郡","","-121","-61","-21","-79","-21","-5","-42","-40","-16"
"日本人移動者","2020年","熊毛郡","","-112","-8","6","-57","9","-10","-55","-17","16"
"日本人移動者","2020年","大島郡","","-340","-17","97","-190","-8","43","-150","-9","54"
"日本人移動者","2020年","沖縄県市部","","-1,171","-201","972","-632","-196","508","-539","-5","464"
"日本人移動者","2020年","沖縄県郡部","","-189","-505","85","-68","-284","-32","-121","-221","117"
"日本人移動者","2020年","那覇市","","-318","-112","3","-187","-34","-26","-131","-78","29"
"日本人移動者","2020年","宜野湾市","","2","42","113","0","13","51","2","29","62"
"日本人移動者","2020年","石垣市","","-198","92","83","-98","42","47","-100","50","36"
"日本人移動者","2020年","浦添市","","-123","22","103","-69","-45","59","-54","67","44"
"日本人移動者","2020年","名護市","","73","-210","41","23","-117","1","50","-93","40"
"日本人移動者","2020年","糸満市","","-85","12","-2","-42","12","8","-43","0","-10"
"日本人移動者","2020年","沖縄市","","-197","-28","109","-111","-23","82","-86","-5","27"
"日本人移動者","2020年","豊見城市","","-61","37","206","-31","1","126","-30","36","80"
"日本人移動者","2020年","うるま市","","-101","-56","97","-52","-35","20","-49","-21","77"
"日本人移動者","2020年","宮古島市","","-146","18","169","-64","-6","92","-82","24","77"
"日本人移動者","2020年","南城市","","-17","-18","50","-1","-4","48","-16","-14","2"
"日本人移動者","2020年","国頭郡","","-70","-112","-14","-33","-46","-34","-37","-66","20"
"日本人移動者","2020年","中頭郡","","45","-350","-80","48","-227","-93","-3","-123","13"
"日本人移動者","2020年","島尻郡","","-133","-83","162","-67","-21","91","-66","-62","71"
"日本人移動者","2020年","宮古郡","","-4","-8","-4","-1","-3","-2","-3","-5","-2"
"日本人移動者","2020年","八重山郡","","-27","48","21","-15","13","6","-12","35","15"
